Recency,Frequency,Monetary,AvgItemsPerOrder,UniqueCategories,DaysBetweenOrders,ReturnRate,LoyaltyPoints,TargetProductsNext30d,TargetSpendNext30d
184,92,4834.0,9,6,2,0.06,9344,4,652.75
51,54,7317.64,2,3,35,0.22,5399,16,1064.81
119,84,7453.38,14,5,55,0.14,2103,16,2303.02
210,54,4731.46,1,6,19,0.26,1406,4,674.46
131,21,1316.42,8,4,27,0.04,9209,30,3116.76
341,4,4889.56,7,1,50,0.1,670,19,1841.18
238,75,3978.79,12,7,52,0.12,5048,13,2172.11
210,53,5184.21,9,6,16,0.22,2495,3,508.59
261,39,4355.81,12,5,54,0.29,2253,22,2716.01
142,70,8704.91,10,1,10,0.22,4030,39,3218.66
328,71,2616.19,6,9,48,0.28,1580,17,2416.33
27,66,4309.3,8,6,59,0.14,9588,38,4624.78
317,11,6888.45,10,4,55,0.23,8517,24,3979.88
273,5,777.09,4,3,20,0.27,8090,39,5217.87
256,93,8230.1,3,4,13,0.03,2592,11,2057.36
274,54,4370.42,6,5,49,0.29,4896,13,461.63
363,23,456.39,7,5,6,0.05,7244,32,2500.23
258,66,6583.9,6,7,3,0.12,1308,24,4547.65
31,73,8828.16,12,1,24,0.2,9259,39,2233.96
225,3,9102.66,6,2,41,0.27,6163,16,1298.76
11,89,197.99,9,2,45,0.0,3552,7,277.04
115,80,3992.59,1,3,46,0.22,6585,10,1488.79
185,50,8605.64,10,5,30,0.28,9776,16,1127.16
357,25,7281.23,12,4,41,0.26,4308,37,5573.49
311,9,5893.95,13,2,32,0.25,2514,19,1367.64
226,74,4638.26,10,7,53,0.17,6512,15,1526.48
166,49,149.23,13,1,33,0.23,4520,28,1607.64
360,53,9798.04,4,2,7,0.18,2064,37,1255.86
113,91,9862.11,3,1,31,0.11,4595,31,1023.37
78,69,8698.14,13,8,41,0.15,390,11,537.06
42,96,2341.37,6,1,9,0.14,9983,0,0.0
154,7,8772.17,6,7,5,0.1,3148,28,3390.39
228,34,584.69,3,7,12,0.12,4243,21,2003.25
107,24,4689.1,11,1,41,0.03,3524,39,1206.43
243,9,1013.24,8,4,43,0.28,6998,15,2533.13
99,23,7728.66,8,8,30,0.04,2025,27,4052.95
85,4,7439.23,1,6,42,0.22,2217,5,469.48
300,72,7495.65,12,6,15,0.12,9709,21,744.5
21,93,5055.89,6,7,12,0.26,6987,32,6212.48
136,89,7028.48,12,5,37,0.21,9408,27,4240.39
201,97,7836.95,6,9,2,0.13,9033,28,642.8
256,76,5504.04,10,1,47,0.26,9948,4,281.12
52,57,8019.38,6,3,44,0.24,1214,31,1789.14
195,8,4758.61,6,8,21,0.01,6712,14,1015.09
264,39,7147.3,4,9,35,0.19,16,8,1486.27
181,13,8952.94,9,8,37,0.18,1769,19,1657.29
43,64,2167.46,3,5,10,0.16,8582,13,750.6
139,16,5793.4,9,6,47,0.04,7628,39,4022.51
177,79,840.02,5,1,51,0.19,1594,27,5396.51
320,50,3522.49,10,9,16,0.02,4450,19,2784.83
347,74,6352.1,4,3,58,0.16,5928,9,496.86
363,35,1951.32,6,6,7,0.18,479,27,2549.39
145,35,7616.27,12,6,41,0.06,879,8,1482.13
320,38,9741.49,13,7,55,0.03,3254,29,5125.78
62,30,7879.73,9,9,55,0.26,4792,8,1239.59
209,19,4718.13,11,2,44,0.05,5574,22,467.74
352,5,1835.68,10,3,12,0.26,1224,22,1285.88
206,24,8143.41,2,3,55,0.03,1594,35,3326.09
90,19,3957.24,13,3,28,0.22,6537,39,2349.72
42,20,6618.64,1,9,51,0.05,4522,28,4857.98
120,79,1152.9,5,8,27,0.07,5021,23,4492.97
277,1,9376.25,14,2,19,0.14,5816,24,2320.34
242,3,6013.76,10,1,24,0.27,6163,0,0.0
239,16,4935.47,1,3,58,0.1,558,22,1896.66
108,84,4726.16,14,4,51,0.16,1019,2,217.11
7,31,7749.94,6,8,26,0.19,6527,18,1782.89
182,99,2517.52,6,5,47,0.08,2376,10,1024.84
295,74,3495.76,14,8,4,0.26,3864,26,2493.64
361,3,3499.21,11,5,26,0.25,9988,11,1944.38
250,1,8579.64,7,2,55,0.26,8132,29,3768.93
154,31,1101.78,10,7,37,0.28,7770,28,4460.75
273,36,2475.56,2,5,51,0.25,6663,36,3415.72
310,24,2668.46,9,7,41,0.19,3458,0,0.0
318,20,7716.43,10,8,34,0.03,7538,0,0.0
363,15,1722.85,10,4,23,0.1,9541,24,3416.96
272,23,1943.69,5,2,24,0.19,3119,28,3364.43
50,78,1325.45,2,2,38,0.25,9238,19,3493.3
162,36,6991.01,5,6,35,0.15,5186,33,1864.89
12,23,1123.98,12,4,22,0.19,4793,22,4220.29
254,44,6041.41,4,7,11,0.25,5375,14,2416.8
299,64,3051.99,7,3,49,0.05,4211,2,77.01
78,75,1708.65,10,3,47,0.02,1388,27,2196.73
338,71,6988.67,11,3,2,0.28,6881,12,1911.24
322,63,1921.72,1,6,50,0.27,2204,32,5200.27
181,57,4068.43,8,5,14,0.15,1706,35,5167.19
44,53,1065.31,10,6,19,0.07,2695,21,3926.18
173,58,7230.47,12,1,7,0.15,8050,9,1798.48
326,68,5031.17,14,6,4,0.21,4739,12,2223.08
265,5,798.54,5,1,4,0.22,6080,15,717.7
37,74,599.23,7,1,5,0.24,9136,28,1744.7
2,50,4712.51,3,2,46,0.04,6966,8,318.87
254,29,8328.2,1,8,10,0.29,6839,21,3105.82
166,46,4722.46,5,6,12,0.07,9772,28,1099.15
212,41,9524.25,10,9,9,0.07,4798,30,1020.52
226,18,3241.72,1,3,21,0.06,418,25,752.29
212,68,3239.34,5,5,46,0.03,1573,14,1040.7
20,87,1723.47,4,3,33,0.06,3068,11,623.08
21,58,4600.23,4,4,28,0.26,1982,39,5167.44
128,86,8668.98,10,1,48,0.25,6838,4,536.04
9,71,2533.25,14,4,5,0.02,7003,18,3372.97
296,46,1183.84,8,2,43,0.04,8420,11,1700.68
295,19,9362.44,2,2,54,0.1,5725,1,169.24
87,52,2304.72,1,2,49,0.0,1194,39,7585.74
271,92,4269.42,11,2,5,0.26,7484,2,242.22
117,77,2110.41,10,5,5,0.27,6849,0,0.0
274,87,6933.84,10,4,35,0.08,50,0,0.0
58,76,6886.99,9,8,41,0.11,3973,2,158.85
226,87,3651.67,10,6,55,0.17,7308,14,1304.83
68,11,7880.76,10,7,56,0.0,2953,39,6344.38
27,77,1735.82,4,1,8,0.01,9452,34,6280.35
151,99,8608.86,3,2,2,0.28,1566,9,401.78
5,2,9928.79,6,9,15,0.3,31,18,1385.05
264,39,795.41,6,4,46,0.17,5877,2,194.69
68,36,742.25,14,7,17,0.1,1072,0,0.0
25,72,2895.85,6,6,55,0.25,3786,38,2705.61
64,91,2365.56,1,1,29,0.05,6596,29,4678.01
59,6,4201.62,14,4,43,0.21,9358,4,359.77
158,56,6178.7,10,3,44,0.25,9571,17,848.71
109,74,7916.21,5,9,36,0.11,7792,2,143.9
84,48,8235.01,12,7,58,0.03,1545,11,1118.4
55,24,7891.03,4,4,1,0.16,7565,18,2510.39
351,28,7329.13,3,3,25,0.11,7893,13,1191.2
288,37,2529.01,9,4,10,0.09,8752,29,1003.84
37,69,7621.84,6,5,5,0.26,5699,38,5347.35
137,89,6529.97,4,4,26,0.09,3066,25,1374.85
12,66,1736.24,13,9,13,0.22,3625,13,1566.85
163,34,6043.03,6,5,35,0.24,1309,13,723.63
241,27,29.02,6,1,55,0.21,3880,14,535.33
317,44,704.8,6,9,57,0.01,8084,17,2302.24
51,88,4675.02,14,6,27,0.14,3118,26,1002.06
107,23,8665.31,1,6,39,0.09,7977,2,137.44
14,98,5043.16,8,2,6,0.13,3618,20,1107.14
45,68,3787.32,12,9,25,0.28,4640,9,1047.32
131,73,7222.2,6,3,42,0.03,4140,29,4157.8
214,99,5364.31,12,9,8,0.15,8813,25,3238.66
212,16,9607.27,7,1,7,0.28,8716,1,131.07
339,78,4693.79,3,5,34,0.15,5696,19,2033.93
346,81,774.35,6,9,13,0.25,83,4,483.53
318,48,2945.68,14,9,11,0.06,3942,33,4357.83
265,54,4982.55,13,8,52,0.2,6548,21,3820.48
253,14,8894.78,7,2,54,0.0,6028,37,2475.26
39,41,157.09,1,6,33,0.12,4778,10,1543.62
107,14,6743.29,6,4,54,0.29,392,2,255.56
335,10,1717.13,2,7,14,0.16,5267,30,2234.14
332,6,3510.03,11,2,45,0.13,9371,17,1531.47
83,96,888.89,14,5,40,0.1,6966,23,2425.46
35,60,5980.56,14,9,35,0.28,4227,7,535.82
183,61,8813.91,10,6,34,0.17,6706,17,2899.88
128,59,3263.16,13,6,55,0.1,6965,34,5227.1
261,79,1005.6,9,9,47,0.15,6659,28,3396.86
197,7,7345.19,3,9,22,0.14,6653,19,3169.53
71,90,7772.94,1,3,12,0.1,758,39,1860.6
103,17,8157.94,14,7,44,0.11,2257,32,2521.95
137,40,1490.64,10,8,26,0.09,9240,36,3268.31
19,58,5436.95,13,7,46,0.27,3215,36,6315.65
326,78,9909.4,10,5,20,0.14,8631,21,3563.39
185,57,1907.66,3,3,56,0.17,8854,20,2412.3
21,11,9237.54,13,1,44,0.03,4675,24,1035.53
261,31,7053.85,5,1,51,0.2,8009,27,5368.65
187,67,5028.54,13,6,36,0.11,1033,11,820.73
194,31,9811.65,11,8,54,0.02,5873,39,2894.03
364,80,6660.48,8,3,32,0.1,5296,39,6991.41
134,40,1340.93,4,8,54,0.18,4683,32,3910.29
181,10,8594.44,10,2,36,0.12,2484,27,1028.25
182,17,2051.99,14,8,1,0.28,1336,16,1516.75
75,63,9713.29,1,1,51,0.13,8697,32,2883.07
223,25,8692.25,10,9,58,0.25,1167,23,4589.32
345,86,5817.64,12,5,54,0.11,9971,17,622.28
237,40,5529.45,13,2,13,0.11,3237,22,1787.35
271,72,1351.17,13,4,18,0.04,1285,19,2011.77
14,8,9708.96,10,4,32,0.27,6250,15,1167.55
336,88,4926.64,7,7,52,0.23,4165,28,4890.39
40,19,9482.43,6,3,19,0.05,786,0,0.0
267,89,5583.89,5,3,58,0.18,8008,30,5419.53
91,68,9510.93,12,6,14,0.23,7866,29,5304.87
230,59,5906.48,14,4,3,0.21,8782,17,3125.88
306,54,2468.68,7,4,8,0.24,2491,0,0.0
278,68,1328.24,14,6,37,0.06,4932,31,1189.98
311,34,2423.02,6,3,49,0.29,9331,3,88.66
60,50,1542.87,14,2,39,0.28,5817,37,5185.27
131,76,1949.79,7,4,16,0.04,7038,32,3162.83
348,62,2068.33,10,6,36,0.28,6256,2,43.43
28,76,5002.63,8,1,44,0.25,8455,29,2632.66
203,90,8738.71,7,6,24,0.19,4616,26,2549.21
114,17,7933.15,12,5,20,0.01,6635,11,1590.9
341,91,1659.95,1,2,37,0.1,6251,22,3057.81
336,5,9587.65,10,1,45,0.28,8031,38,4704.42
116,67,921.81,6,7,10,0.05,4843,25,3538.64
1,7,3413.65,10,6,8,0.15,4556,6,1091.88
235,38,4981.32,4,8,12,0.29,9945,35,5845.56
218,88,8147.35,14,3,43,0.18,4723,31,3424.91
181,63,9370.92,8,4,31,0.16,9133,21,3600.61
104,47,7377.85,12,8,56,0.17,8456,28,3683.41
146,40,5949.25,11,7,4,0.05,3277,32,925.11
30,41,7166.84,11,9,10,0.18,2563,24,2107.34
281,49,4724.02,5,4,6,0.22,4200,33,1240.09
11,32,4467.12,5,4,20,0.26,4267,32,5485.36
364,77,5615.82,7,5,23,0.24,5001,8,636.66
130,34,6802.38,1,2,48,0.27,4051,34,5249.66
115,67,9547.16,7,6,51,0.25,2799,37,6170.18
205,56,2519.79,3,2,21,0.18,2886,20,3141.03
191,95,5248.14,1,6,38,0.26,1544,4,326.8
99,36,6238.27,7,2,12,0.03,9009,23,3065.54
100,93,6858.62,2,2,2,0.22,9965,6,950.76
170,70,8162.01,14,5,29,0.05,1207,26,2657.64
148,83,3352.03,5,4,53,0.15,5460,4,494.56
346,35,7995.46,2,4,54,0.03,2161,33,6560.98
354,3,9865.18,10,1,27,0.29,7227,0,0.0
205,62,772.66,7,1,35,0.1,9487,25,3961.09
264,75,9368.07,11,5,52,0.27,6291,4,588.7
187,10,9231.11,3,2,14,0.26,3222,39,2121.19
126,35,3165.33,8,5,53,0.25,6751,10,1336.94
179,60,1711.28,9,5,11,0.2,1311,16,2904.98
156,95,1403.7,1,4,22,0.09,4410,2,397.39
33,60,5237.34,1,5,24,0.13,3003,39,4550.15
217,16,9970.75,10,7,51,0.03,1149,22,475.38
53,80,9535.1,14,7,18,0.11,5435,24,3309.66
304,18,6966.07,12,7,24,0.2,734,24,3040.19
129,24,7281.39,14,6,50,0.27,806,22,2912.75
236,32,2504.14,7,6,22,0.0,9848,2,259.96
312,17,530.95,8,2,21,0.17,6540,38,6514.45
304,93,9026.67,7,5,10,0.07,8466,5,703.58
50,26,2953.27,9,3,26,0.07,4786,37,5973.99
36,11,7907.34,3,4,51,0.2,9096,38,6973.75
136,56,5199.58,14,2,11,0.04,4,8,1593.66
187,64,8142.67,10,2,14,0.1,2819,11,1454.27
161,38,8363.66,8,3,11,0.02,459,24,3830.94
223,70,4176.94,3,5,12,0.02,1198,0,0.0
66,42,8134.91,5,6,36,0.0,5743,28,853.28
80,60,2104.26,9,6,54,0.09,947,32,6261.13
262,10,7156.74,14,6,31,0.26,4217,28,2994.59
187,98,3433.02,4,6,2,0.27,8141,0,0.0
270,68,9239.95,8,8,47,0.18,7378,29,2738.01
120,20,6208.31,8,1,27,0.08,9374,31,4309.23
6,32,457.18,12,2,26,0.22,4755,9,1532.37
258,56,8851.47,9,1,17,0.3,1398,39,5477.88
109,89,3617.29,2,7,2,0.07,7184,21,601.76
322,76,2641.38,3,8,45,0.09,3690,25,663.79
234,24,1785.37,2,6,49,0.04,961,12,1961.87
48,32,4629.48,14,6,18,0.02,3325,24,2219.35
258,22,8063.48,1,2,6,0.19,1038,39,5196.78
205,96,5493.26,6,3,50,0.18,5746,21,648.14
324,32,2553.89,12,9,44,0.02,1567,33,2338.46
273,73,6133.45,13,9,36,0.11,4989,1,43.09
12,83,1626.66,12,2,24,0.07,1050,37,7059.74
157,4,2679.09,14,7,40,0.25,8052,6,589.31
180,24,4244.67,10,8,36,0.05,6397,15,1278.89
294,99,7822.54,5,8,49,0.11,8456,5,565.95
132,93,671.36,3,3,38,0.09,6095,36,1556.96
243,89,3275.94,1,1,25,0.1,8223,17,783.97
208,27,1385.43,7,2,22,0.04,5410,3,462.6
20,71,4315.0,5,1,41,0.24,7367,18,1289.98
50,20,8614.78,3,4,22,0.03,5794,0,0.0
182,70,5857.18,1,8,1,0.22,5133,38,5031.91
175,19,5845.17,12,4,50,0.15,6302,27,3882.36
97,45,1964.19,4,6,47,0.05,7211,25,935.59
175,37,8774.08,9,8,40,0.27,8341,28,4603.94
24,76,4089.66,11,4,8,0.09,614,32,5236.13
16,40,8034.05,10,7,7,0.18,3692,20,3284.75
358,60,7048.07,8,2,37,0.14,6688,32,1274.77
166,34,422.0,8,4,25,0.24,9862,8,1534.11
77,86,593.53,1,1,57,0.16,6678,21,2374.37
60,17,2220.82,2,9,32,0.19,5186,39,3266.04
132,76,8712.57,7,5,28,0.18,5632,33,5950.59
217,26,9196.37,2,2,9,0.21,9561,20,3109.33
190,60,5729.34,1,6,27,0.26,601,24,3186.31
361,30,9931.97,14,7,15,0.18,1143,10,289.82
147,2,8092.23,12,9,47,0.28,655,1,57.86
171,41,4599.54,9,1,54,0.14,9528,34,4584.66
110,4,5189.78,9,6,11,0.27,8208,35,6903.88
38,11,8998.21,12,8,43,0.01,2570,5,472.92
65,40,2823.38,4,5,18,0.18,4835,13,485.81
220,52,4309.87,13,7,26,0.26,4500,37,3882.33
113,23,1942.36,3,5,23,0.06,4073,4,253.67
316,86,9203.36,9,3,7,0.27,965,14,1085.2
105,39,9936.11,14,5,54,0.04,7746,20,3529.25
128,80,7465.38,13,4,49,0.3,3593,24,3134.87
77,51,2502.26,12,2,37,0.0,3237,1,62.94
67,55,5293.91,12,6,49,0.01,5936,23,4003.58
30,93,4177.4,7,2,30,0.13,2103,35,3086.14
252,4,453.55,7,1,43,0.06,4764,39,4317.99
158,70,6572.69,5,4,42,0.1,8573,39,3283.66
146,37,929.16,3,1,20,0.26,8547,11,2089.47
123,38,5360.43,13,1,13,0.29,7863,16,681.58
99,16,7592.98,14,9,29,0.02,3076,23,1182.05
36,28,1021.33,14,2,40,0.11,7524,2,123.18
199,88,5593.86,4,5,58,0.15,2466,36,5732.66
305,52,2197.78,11,4,55,0.18,2441,37,1924.08
147,94,84.08,8,7,50,0.14,6313,30,3385.49
274,97,9846.45,2,4,46,0.03,4329,25,3681.71
328,81,8263.15,10,6,59,0.03,3457,31,2602.16
320,29,1049.21,13,2,55,0.06,5817,34,5183.96
175,78,183.29,5,7,14,0.06,1895,27,2006.93
119,96,2740.08,1,3,4,0.23,1509,25,762.49
235,52,5601.66,4,7,32,0.18,8936,30,3982.29
115,59,7982.57,8,3,25,0.27,7685,8,1356.81
31,87,5239.61,11,4,46,0.13,2675,19,831.83
132,47,5042.33,11,4,24,0.17,9301,9,794.01
96,73,507.75,8,4,30,0.29,4382,22,2678.06
268,2,8445.89,4,9,15,0.13,1715,1,153.82
177,64,9699.13,4,2,1,0.23,3476,13,1133.67
93,6,7934.52,13,8,26,0.03,1098,30,2560.84
25,72,8210.34,5,9,22,0.14,7327,11,411.08
72,8,8651.08,2,6,56,0.02,9225,24,1732.67
123,24,5860.98,9,1,12,0.25,273,17,415.46
301,31,1425.43,12,6,7,0.15,734,32,5175.28
335,48,2516.39,7,7,40,0.07,2033,31,1515.41
181,43,1672.46,4,4,26,0.29,9641,7,1229.95
236,78,5849.49,10,6,47,0.05,3351,36,4320.12
263,24,6008.48,8,6,47,0.08,1401,32,2791.93
246,35,9992.23,2,1,59,0.23,5548,7,1127.78
128,79,3572.31,2,8,11,0.07,7629,17,1797.33
114,32,537.33,13,5,6,0.1,2209,35,1044.86
285,92,989.87,1,6,14,0.18,2283,30,4885.19
210,44,3338.54,14,9,5,0.02,5690,25,2646.64
291,39,737.54,5,2,49,0.16,484,12,2215.83
204,30,7901.77,13,1,41,0.15,3968,27,2238.74
198,84,1238.51,5,8,21,0.16,5477,9,1386.03
126,78,8802.03,14,9,56,0.23,7020,32,4464.53
36,18,371.15,6,6,8,0.04,7797,39,1952.07
44,32,1568.26,8,8,26,0.21,9137,32,5560.51
327,29,1166.72,7,2,51,0.05,8902,33,1991.77
51,34,8548.29,2,7,23,0.05,3810,24,4297.14
17,46,4903.97,1,6,55,0.28,5901,36,6647.0
223,66,2228.19,9,5,22,0.22,7409,1,27.51
56,80,8660.38,2,5,3,0.15,4406,3,144.06
109,48,9285.48,6,3,1,0.16,6846,16,652.92
226,49,7935.31,8,9,25,0.23,8297,0,0.0
181,41,6990.9,11,4,44,0.21,6741,38,2160.03
171,65,563.62,6,9,7,0.19,8542,3,223.33
106,42,7930.26,3,6,52,0.26,5567,5,125.96
350,17,1323.53,13,2,38,0.13,9266,5,675.39
236,70,8674.29,4,4,35,0.06,5670,2,140.89
83,12,8972.72,4,4,51,0.06,6661,17,3340.2
361,59,1708.72,4,8,32,0.26,4167,27,3243.25
175,47,4749.56,14,4,13,0.27,4624,7,675.9
314,82,4796.6,5,4,23,0.11,6153,7,730.86
138,26,8994.94,9,2,50,0.22,42,36,6214.24
350,94,2739.28,5,3,1,0.2,2982,23,2855.73
51,62,4196.79,8,5,26,0.18,3630,21,710.72
27,60,5604.53,7,8,34,0.09,225,26,916.41
168,16,759.68,11,5,28,0.0,3399,16,2739.82
354,40,27.63,13,4,36,0.23,462,9,1120.91
116,98,8529.75,12,2,6,0.3,4072,27,4735.83
58,78,412.52,14,7,5,0.21,5051,15,1532.7
207,60,4146.83,1,2,51,0.04,5147,19,2403.9
2,78,2082.89,4,4,45,0.09,743,35,4615.89
206,9,7919.34,12,8,8,0.1,2866,6,956.54
142,51,7845.43,12,1,14,0.18,6354,6,409.24
77,4,4388.24,8,8,54,0.13,2618,24,3314.97
132,17,6282.88,11,3,28,0.08,8496,19,1803.65
23,48,5110.01,1,6,2,0.01,3372,5,858.68
293,25,2302.3,11,7,12,0.01,6537,19,1895.48
214,53,8493.7,4,1,31,0.06,8678,23,3181.77
192,72,9563.5,14,4,23,0.12,2275,13,288.25
170,38,9937.82,9,8,57,0.09,8659,0,0.0
278,92,9870.21,4,2,58,0.08,9140,18,2475.87
90,69,4745.93,4,3,53,0.1,2582,28,2292.41
47,74,6493.76,1,6,25,0.29,2628,34,2439.64
64,59,6493.38,7,7,38,0.15,4617,33,2225.55
97,85,5539.79,11,5,6,0.26,6811,30,4414.08
323,56,2353.3,14,5,24,0.18,5716,20,966.18
192,8,2141.05,7,1,1,0.22,9020,9,838.06
337,85,457.88,4,8,6,0.27,5460,15,2758.61
169,73,810.39,14,5,29,0.26,1775,5,394.14
58,62,2565.96,1,6,34,0.29,9646,15,2562.36
323,27,7048.21,10,6,41,0.06,4398,1,191.5
185,56,7124.21,5,9,8,0.28,2362,29,1365.1
180,79,6800.8,6,1,27,0.25,6535,6,730.45
265,42,891.44,3,4,20,0.04,5463,32,3308.15
198,18,1111.78,1,4,10,0.24,2636,34,3412.16
177,59,5928.88,12,4,3,0.02,3487,3,72.57
363,26,7773.88,7,2,59,0.22,855,4,652.14
70,92,1340.11,10,4,7,0.13,4753,10,1336.63
362,5,7199.49,6,5,20,0.11,7228,14,508.78
155,27,2619.67,2,7,58,0.11,6802,4,329.87
289,68,8972.59,9,2,25,0.06,8384,20,3095.37
54,54,1172.89,14,3,13,0.28,5260,33,6320.76
161,28,53.39,9,3,35,0.05,548,37,5043.04
180,56,8474.33,2,9,34,0.28,4774,37,5862.93
362,38,4679.42,11,3,13,0.17,8885,10,1869.43
6,98,7371.95,10,3,11,0.24,303,25,661.07
328,83,1037.93,12,2,26,0.18,5675,2,179.32
71,93,8666.3,13,5,46,0.02,8944,7,1317.28
253,7,2507.72,9,5,44,0.19,3509,10,1144.5
311,32,2898.89,8,5,31,0.24,4836,23,3443.5
108,7,6347.68,1,6,37,0.24,7341,19,3616.28
24,16,2923.69,7,7,37,0.25,4187,28,2299.88
128,69,3569.45,6,8,16,0.14,1796,32,4343.17
172,32,6238.92,7,6,19,0.13,6574,35,3139.09
221,76,9761.26,8,9,53,0.23,5930,5,935.25
146,80,3216.18,5,8,26,0.18,2241,9,303.85
187,72,6245.63,12,8,44,0.19,2849,4,600.96
20,90,2515.8,10,5,59,0.24,4980,1,105.37
126,20,3985.28,8,3,16,0.27,3286,27,4054.31
64,45,5218.24,4,4,42,0.17,9021,11,1374.72
74,82,2180.17,9,7,35,0.17,6227,32,4348.46
204,66,4730.12,4,1,51,0.23,9194,16,422.9
43,49,2167.12,10,4,49,0.23,342,31,1846.36
243,70,5376.22,14,5,48,0.08,5504,26,618.57
357,29,4500.11,7,7,8,0.15,8933,30,3559.65
343,70,3097.04,1,1,44,0.11,5865,14,1701.79
12,10,5897.64,5,2,57,0.11,6703,34,6270.22
111,1,3979.1,14,5,3,0.16,3209,7,1086.59
237,74,8685.94,14,7,14,0.18,71,20,622.74
66,15,8300.28,3,7,13,0.03,8505,26,2084.9
216,95,1747.41,10,5,8,0.27,0,38,6973.51
235,87,2869.0,9,6,27,0.04,4408,27,4625.14
233,90,739.19,13,9,52,0.2,9989,14,2501.59
317,93,5402.6,10,8,23,0.06,2676,15,372.73
132,14,3427.27,7,4,22,0.06,5745,0,0.0
217,51,6253.85,2,3,19,0.2,2467,18,1838.56
12,92,2307.32,6,2,10,0.19,5267,28,1300.91
273,35,381.62,14,8,23,0.24,5248,39,2746.52
11,40,5592.12,3,9,45,0.25,23,19,3567.23
145,25,2074.51,10,7,34,0.18,582,11,612.01
286,56,4484.65,13,7,32,0.26,1316,18,2936.89
318,59,6391.34,11,6,10,0.23,4328,13,1186.22
236,94,1266.6,5,8,52,0.1,632,11,1488.55
7,37,8779.47,7,1,38,0.1,7274,37,3531.08
139,69,824.54,4,9,53,0.04,4765,13,852.46
38,48,2864.59,8,6,13,0.21,7545,10,362.9
173,32,70.45,9,6,35,0.07,1392,0,0.0
155,81,4846.02,9,9,16,0.18,6265,21,3785.42
351,81,3364.79,14,6,30,0.03,8504,21,3412.12
317,85,8399.21,10,8,8,0.16,9833,28,4539.81
147,15,4519.96,2,7,9,0.02,3030,32,4823.57
124,73,1491.72,11,6,8,0.29,6487,0,0.0
216,76,9244.93,3,6,6,0.19,110,24,4507.21
132,85,3650.38,3,8,37,0.14,7443,32,6227.46
238,92,7903.11,10,1,14,0.19,6361,10,1314.96
125,87,7730.53,9,4,46,0.28,8682,7,414.96
112,20,9750.3,3,6,25,0.13,8610,36,6345.87
192,45,5307.64,6,8,23,0.17,8599,12,2094.61
354,25,2301.25,1,1,14,0.09,8258,17,1404.04
133,63,1558.78,11,1,55,0.11,8075,37,962.09
58,27,929.89,7,8,46,0.07,7884,26,5033.15
294,21,4271.04,8,1,5,0.29,9076,7,963.47
300,87,5609.02,10,7,8,0.29,9684,28,5094.99
64,68,4386.34,2,1,57,0.17,5659,2,283.59
139,70,3115.69,4,5,58,0.08,384,26,2138.92
152,38,2508.6,8,3,9,0.18,8153,23,1641.05
229,21,9244.11,12,7,42,0.06,2543,10,1877.48
5,56,8341.05,9,3,42,0.27,8488,8,360.01
300,31,3308.02,13,5,32,0.26,2066,29,872.28
185,34,1087.02,6,7,41,0.24,26,12,1845.06
284,80,3846.58,11,9,37,0.24,6390,32,4570.43
119,67,2281.52,11,8,47,0.03,9125,9,1015.18
47,11,9840.37,9,7,45,0.27,380,28,4106.21
182,2,8831.92,10,5,53,0.17,2970,5,641.42
221,29,1014.85,9,1,29,0.0,944,12,468.15
64,75,5168.2,11,5,37,0.17,6493,16,2791.06
144,34,8781.35,8,4,57,0.06,7150,33,5397.04
128,82,9943.04,6,2,7,0.21,144,21,1162.99
203,35,41.54,8,8,26,0.2,7892,19,2853.28
213,89,2935.18,4,3,49,0.25,180,16,2647.6
133,44,4454.77,12,7,30,0.23,871,17,2278.13
49,31,800.05,5,1,16,0.01,8144,36,3648.5
101,21,2433.34,9,9,20,0.17,4523,32,3088.73
148,69,1379.83,9,7,26,0.21,299,39,4104.64
86,6,3110.01,13,1,48,0.05,3990,12,1997.79
198,58,3114.41,3,4,2,0.02,6696,36,4999.45
238,12,7229.66,3,2,10,0.28,9202,34,2967.12
280,8,7974.73,6,2,50,0.23,2634,11,625.3
289,57,2828.87,10,2,31,0.04,2654,36,3626.46
294,69,8001.9,10,2,28,0.11,171,17,2197.97
304,68,689.94,7,5,36,0.1,9056,38,7455.58
17,28,6906.47,12,1,59,0.29,6928,18,2939.28
327,58,2004.37,2,1,23,0.06,3931,7,716.7
138,29,4177.83,6,9,21,0.13,6999,15,949.07
141,61,8693.27,5,4,6,0.24,3525,7,1149.99
9,91,391.06,7,3,39,0.06,7089,29,2653.63
101,46,2136.27,13,9,9,0.14,1691,1,181.12
67,97,3401.23,10,8,20,0.1,6999,24,1431.49
270,85,7591.11,7,9,35,0.15,8072,21,3757.49
226,84,8259.11,3,9,40,0.22,8206,20,943.43
124,27,999.5,10,9,53,0.12,6713,32,4523.79
54,76,476.68,3,3,53,0.24,3954,31,5491.89
291,9,7757.57,6,1,22,0.0,6296,0,0.0
149,23,7984.6,4,2,53,0.17,773,30,5458.22
354,68,7698.54,7,7,40,0.2,5907,12,2329.9
153,21,7055.61,1,2,22,0.04,1221,32,770.24
128,47,6847.76,5,5,55,0.2,5292,34,5348.14
79,44,32.66,11,8,14,0.02,9605,9,1347.18
281,77,4477.48,8,3,44,0.03,9745,33,1695.52
20,89,7409.11,11,7,8,0.16,9600,23,4168.92
106,94,439.54,2,6,20,0.21,2592,13,2037.22
344,46,4985.79,10,1,20,0.17,4052,9,1263.63
